Gene,CPTACProteinPairs,CPTACProteinMedianDelta,CPTACProteinP,CPTACProteinQ,CPTACMutationCount,CPTACRecurrence,CPTACProteinSupport,DepMapCCRCCN,DepMapCCRCCMedian,DepMapNonKidneyN,DepMapNonKidneyMedian,DepMapSelectivityDelta,DepMapCCRCCDependency,DepMapCCRCCSelective,Holdout_Category,Evidence_Level,Evidence_Type_Count,FrozenLiteratureHoldout,IndependentEvidenceClassCount,IndependentAnyHit,IndependentStrongHit,LowFrequencyNovel,PostHocNonMutationAnyHit,PostHocNonMutationStrongHit
WDTC1,80.0,-0.0938393787835991,1.0707621101624365e-07,2.2753194110447585e-07,0.0,False,False,16.0,-0.2409796596295318,1144.0,-0.2406157009585103,0.0003639586710214,False,False,,,,False,0,False,False,True,False,False
KIAA1549,3.0,,,,0.0,False,False,16.0,-0.0225982034894689,1144.0,0.0407583601221231,0.063356563611592,False,False,,,,False,0,False,False,True,False,False
CELSR3,,,,,1.0,False,False,16.0,-0.1401253564474799,1144.0,-0.1375410765579221,0.0025842798895578,False,False,,,,False,0,False,False,True,False,False
IFT140,80.0,-0.081835522897899,0.0015736173750664,0.0022576778707697,1.0,False,False,16.0,-0.1122929763859839,1144.0,-0.070802852551087,0.0414901238348968,False,False,,,,False,0,False,False,True,False,False
SCAPER,73.0,0.0483251396865007,0.0265368471820521,0.0335924430563976,2.0,True,False,16.0,0.0680690295091133,1144.0,0.0522009411614468,-0.0158680883476664,False,False,,,,False,1,True,False,True,False,False
ZNF208,,,,,1.0,False,False,16.0,0.0079029086722768,1144.0,-0.0281783128664809,-0.0360812215387578,False,False,,,,False,0,False,False,True,False,False
CLK4,23.0,0.4007995867433003,2.09808349609375e-05,3.590573744444863e-05,0.0,False,False,16.0,-0.0206902895195495,1144.0,-0.0207753630381421,-8.507351859254886e-05,False,False,,,,False,0,False,False,True,False,False
EVPL,80.0,-0.5349317047217497,4.483322049786403e-12,1.6199280688795652e-11,1.0,False,False,16.0,-0.0790029289497404,1144.0,-0.0817151654057036,-0.0027122364559631,False,False,,,,False,0,False,False,True,False,False
SORL1,80.0,0.1515941495577522,0.0003657455529414,0.0005580001989544,1.0,False,False,16.0,-0.0950018169238907,1144.0,-0.0727893862747456,0.0222124306491451,False,False,,,,False,0,False,False,True,False,False
CCDC91,80.0,0.2552296835677499,5.1644185767171775e-11,1.6038216246994846e-10,1.0,False,False,16.0,0.0590679001065257,1144.0,0.0456038503309871,-0.0134640497755386,False,False,,,,False,0,False,False,True,False,False
MCM3AP,80.0,0.1205794247224485,4.089269234796042e-08,9.037762355502537e-08,0.0,False,False,16.0,-1.3426573753957207,1144.0,-1.383510228711989,-0.0408528533162682,True,False,,,,False,0,False,False,True,False,False
GABRG1,,,,,,False,False,16.0,0.1396380671087189,1144.0,0.1453407290711171,0.0057026619623981,False,False,,,,False,0,False,False,True,False,False
ZBTB38,46.0,0.1066538274421997,0.1536689977750995,0.1767598030300861,0.0,False,False,16.0,-0.0170818162953569,1144.0,0.0055553269822566,0.0226371432776135,False,False,,,,False,0,False,False,True,False,False
TBX4,,,,,,False,False,16.0,-0.0320823435084079,1144.0,-0.0489220459920935,-0.0168397024836855,False,False,,,,False,0,False,False,True,False,False
TRIM55,49.0,0.6929105979497017,5.956417332697583e-07,1.1788310261227274e-06,0.0,False,False,16.0,-0.009047095602865,1144.0,-0.011650935807683,-0.002603840204818,False,False,,,,False,0,False,False,True,False,False
EPS15L1,80.0,-0.2348608199518995,5.077506773265749e-13,2.211674729459314e-12,0.0,False,False,16.0,-0.0842418308594122,1144.0,-0.1060015140376706,-0.0217596831782584,False,False,,,,False,0,False,False,True,False,False
MTMR4,19.0,,,,1.0,False,False,16.0,-0.2981667929716372,1144.0,-0.3031586567261101,-0.0049918637544729,False,False,,,,False,0,False,False,True,False,False
NR6A1,,,,,1.0,False,False,16.0,0.0692926646502806,1144.0,0.0624491215830551,-0.0068435430672254,False,False,,,,False,0,False,False,True,False,False
XAB2,80.0,0.0503969083707982,0.004519817357216,0.006205598885421,0.0,False,False,16.0,-2.207736677913305,1144.0,-2.10033535981879,0.107401318094515,True,False,,,,False,0,False,False,True,False,False
HCFC2,80.0,0.0187666702337505,0.3932495532996728,0.4273306796904805,0.0,False,False,16.0,0.1650515308865422,1144.0,0.1496743719376181,-0.015377158948924,False,False,,,,False,0,False,False,True,False,False
ACSL6,4.0,,,,0.0,False,False,16.0,-0.0769462797345882,1144.0,-0.0647370909722946,0.0122091887622936,False,False,,,,False,0,False,False,True,False,False
ATP7B,40.0,0.0713892140803498,0.4279718952820985,0.4619689025470011,2.0,True,False,16.0,-0.0021034069952378,1144.0,0.0465861605100249,0.0486895675052628,False,False,,,,False,1,True,False,True,False,False
BRD2,80.0,0.1172619959179499,0.0008431821033608,0.0012423539162359,2.0,True,False,16.0,-0.4816742466326839,1144.0,-0.4110320759961459,0.0706421706365379,False,False,,,,False,1,True,False,True,False,False
PRPF8,80.0,0.1027971036868997,1.4685210469837605e-06,2.813220757796883e-06,3.0,True,False,16.0,-2.1850128809550933,1144.0,-1.988346718863353,0.1966661620917402,True,False,,,,False,1,True,False,True,False,False
MCC,80.0,0.1726274103079994,0.0005249024095953,0.0007887422451062,0.0,False,False,16.0,0.1417187050919618,1144.0,0.1420600316965775,0.0003413266046156,False,False,,,,False,0,False,False,True,False,False
POLR1A,80.0,0.1726157851980492,7.491134765998806e-09,1.7991393433773032e-08,1.0,False,False,16.0,-1.3297004029656911,1144.0,-1.326505420515968,0.003194982449723,True,False,,,,False,0,False,False,True,False,False
PTCHD2,,,,,,False,False,,,,,,False,False,,,,False,0,False,False,True,False,False
BHLHB9,,,,,,False,False,,,,,,False,False,,,,False,0,False,False,True,False,False
MLLT10,27.0,-0.3973380674272988,0.0011315494775772,0.0016475778089306,1.0,False,False,16.0,0.1079676559746831,1144.0,0.0521376801130813,-0.0558299758616017,False,False,,,,False,0,False,False,True,False,False
PLCD4,80.0,-0.8190545614944504,1.3056475789843866e-12,5.171602683843317e-12,1.0,False,False,16.0,-0.0117339183996044,1144.0,-0.0024955419852268,0.0092383764143776,False,False,,,,False,0,False,False,True,False,False
RANBP10,80.0,0.1550834681428998,2.162625134222399e-07,4.4570793767718523e-07,1.0,False,False,16.0,-0.121325587940235,1144.0,-0.1152938003742123,0.0060317875660226,False,False,,,,False,0,False,False,True,False,False
AFF1,78.0,0.0966108065624506,0.0155994191640098,0.0203082055584633,0.0,False,False,16.0,0.0036008344569119,1144.0,-0.0033008361912479,-0.0069016706481598,False,False,,,,False,0,False,False,True,False,False
CNTRL,60.0,0.4674692408241991,2.127999974937276e-06,3.995715655419415e-06,1.0,False,False,16.0,-0.0511724184628114,1144.0,-0.031349748842389,0.0198226696204224,False,False,,,,False,0,False,False,True,False,False
PER2,16.0,,,,0.0,False,False,16.0,-0.1121578423616184,1144.0,-0.1275273535380839,-0.0153695111764655,False,False,,,,False,0,False,False,True,False,False
SIRT7,11.0,,,,0.0,False,False,16.0,-0.2042425338989338,1144.0,-0.1818279503827698,0.022414583516164,False,False,,,,False,0,False,False,True,False,False
RBM11,,,,,,False,False,16.0,0.0720598111688247,1144.0,0.0953671147307638,0.0233073035619391,False,False,,,,False,0,False,False,True,False,False
STRBP,80.0,-0.5008419863271509,1.3307782953733955e-14,1.379346846299432e-13,0.0,False,False,16.0,-0.0755942266655866,1144.0,-0.0904974336910447,-0.014903207025458,False,False,,,,False,0,False,False,True,False,False
GPSM1,60.0,0.0238155556970003,0.6801563624850688,0.70782120537105,0.0,False,False,16.0,0.0960931021492212,1144.0,0.0315479277733539,-0.0645451743758673,False,False,,,,False,0,False,False,True,False,False
SUV39H2,12.0,,,,0.0,False,False,16.0,0.0258609741822949,1144.0,0.0343881406049015,0.0085271664226065,False,False,,,,False,0,False,False,True,False,False
PRKCSH,80.0,0.2652762573400515,3.3918656489012335e-11,1.0757005519686772e-10,0.0,False,False,16.0,-0.1210523689222451,1144.0,-0.1696994449101783,-0.0486470759879331,False,False,,,,False,0,False,False,True,False,False
CHST9,,,,,1.0,False,False,16.0,0.2061918251255622,1144.0,0.180030413893359,-0.0261614112322032,False,False,,,,False,0,False,False,True,False,False
NPNT,80.0,-1.5123956855532494,8.152358880315246e-15,1.3354214595445762e-13,0.0,False,True,16.0,-0.0315731040137797,1144.0,-0.0276503997225779,0.0039227042912018,False,False,,,,False,1,True,False,True,True,False
RAB37,4.0,,,,0.0,False,False,16.0,-0.1945011641385188,1144.0,-0.1433995787237827,0.051101585414736,False,False,,,,False,0,False,False,True,False,False
RIN2,80.0,0.1389427909867482,1.192195489775937e-05,2.0971416481657856e-05,0.0,False,False,16.0,-0.0378669920501149,1144.0,0.0042108837469138,0.0420778757970287,False,False,,,,False,0,False,False,True,False,False
AMBRA1,55.0,0.1134560654137999,0.0013320491997694,0.0019286361087663,2.0,True,False,16.0,-0.0398453310374166,1144.0,-0.0783285912875898,-0.0384832602501731,False,False,,,,False,1,True,False,True,False,False
TRAPPC11,80.0,-0.1584086746993005,4.46812745462911e-09,1.1043935571058898e-08,0.0,False,False,16.0,-1.1296502324993165,1144.0,-1.0059597359796324,0.1236904965196841,True,False,,,,False,0,False,False,True,False,False
PIWIL2,,,,,,False,False,16.0,0.0115344995539577,1144.0,0.0012049250828172,-0.0103295744711404,False,False,,,,False,0,False,False,True,False,False
PIWIL1,4.0,,,,0.0,False,False,16.0,-0.0218555843970461,1144.0,-0.0186480351831114,0.0032075492139346,False,False,,,,False,0,False,False,True,False,False
NUP133,80.0,0.1599180053705495,3.1918970000589104e-12,1.180336911480118e-11,0.0,False,False,16.0,-1.430909875750724,1144.0,-1.4777258996238802,-0.0468160238731563,True,False,,,,False,0,False,False,True,False,False
KLK6,44.0,-0.5108871706279512,1.8215773707197516e-06,3.445407747481914e-06,0.0,False,False,16.0,-0.0259603521134368,1144.0,0.0273667621346615,0.0533271142480983,False,False,,,,False,0,False,False,True,False,False
C7,80.0,-0.472425941761049,3.6679167739043775e-08,8.138190342100338e-08,0.0,False,False,16.0,0.0911935558797123,1144.0,0.0548054353583039,-0.0363881205214083,False,False,,,,False,0,False,False,True,False,False
SERPINA10,80.0,-0.0160462617992003,0.8704603561321786,0.8871718406142004,0.0,False,False,16.0,0.1892215634884365,1144.0,0.1852068450062427,-0.0040147184821937,False,False,,,,False,0,False,False,True,False,False
KLK13,,,,,1.0,False,False,16.0,0.0647065368437366,1144.0,0.0649270433737955,0.0002205065300589,False,False,,,,False,0,False,False,True,False,False
MPO,80.0,0.3741297920979498,1.3807240554145767e-09,3.5908940635324158e-09,1.0,False,False,16.0,-0.0999507981890559,1144.0,-0.1243666038879563,-0.0244158056989003,False,False,,,,False,0,False,False,True,False,False
TST,80.0,-1.5524070272270016,8.152358880315246e-15,1.3354214595445762e-13,0.0,False,True,16.0,0.0477863800126805,1144.0,0.0724740829184289,0.0246877029057483,False,False,,,,False,1,True,False,True,True,False
SPINK5,47.0,-1.4180247062206988,2.1044854747742647e-10,6.02797654902563e-10,1.0,False,True,16.0,0.0385585747201491,1144.0,0.0453972854011249,0.0068387106809758,False,False,,,,False,1,True,False,True,True,False
MFAP4,80.0,0.1072701129786501,0.5552286467959,0.5866255047992396,0.0,False,False,16.0,-0.0662369935239808,1144.0,-0.0935861493276735,-0.0273491558036927,False,False,,,,False,0,False,False,True,False,False
LRP5,,,,,1.0,False,False,16.0,-0.1676881674507099,1144.0,-0.1540692179010258,0.013618949549684,False,False,,,,False,0,False,False,True,False,False
TBCD,80.0,-0.3394313151644006,9.780162954557457e-14,5.275529494955969e-13,0.0,False,False,16.0,-1.0968792823741371,1144.0,-1.1971039718633645,-0.1002246894892269,True,False,,,,False,0,False,False,True,False,False
LMO4,76.0,-0.4228841766531506,3.614867783061107e-08,8.026758798978534e-08,0.0,False,False,16.0,0.0274647243025894,1144.0,0.0096066325628762,-0.0178580917397132,False,False,,,,False,0,False,False,True,False,False
GLI1,,,,,2.0,True,False,16.0,-0.2999470639694302,1144.0,-0.2710122554203029,0.0289348085491273,False,False,,,,False,1,True,False,True,False,False
LSM14B,80.0,0.2326075103671492,9.639593229385578e-10,2.5502044500656764e-09,1.0,False,False,16.0,0.0572924543657718,1144.0,0.0728466275240601,0.0155541731582882,False,False,,,,False,0,False,False,True,False,False
ZNF136,,,,,,False,False,16.0,0.0631846250916711,1144.0,0.0618195690008067,-0.0013650560908644,False,False,,,,False,0,False,False,True,False,False
IQUB,,,,,2.0,True,False,16.0,0.174504224222537,1144.0,0.1592218766325707,-0.0152823475899663,False,False,,,,False,1,True,False,True,False,False
AP5Z1,80.0,0.0804279234885498,0.0040049408119135,0.0055375033621394,0.0,False,False,16.0,0.0045317557864193,1144.0,-0.0026336147426253,-0.0071653705290446,False,False,,,,False,0,False,False,True,False,False
ZNF607,,,,,,False,False,16.0,-0.0140854393990024,1144.0,0.0231509840546698,0.0372364234536722,False,False,,,,False,0,False,False,True,False,False
AP4B1,80.0,0.118987536604699,9.836691325882112e-05,0.000158458328789,1.0,False,False,16.0,0.020049889753457,1144.0,-0.0295072833342472,-0.0495571730877043,False,False,,,,False,0,False,False,True,False,False
PAAF1,80.0,0.0299750364215505,0.158507667134069,0.1819938446172452,0.0,False,False,16.0,-0.0658866126250417,1144.0,-0.1200132333829596,-0.0541266207579179,False,False,,,,False,0,False,False,True,False,False
ACD,20.0,0.2273130458886996,0.004220962524414,0.0058191910530756,0.0,False,False,16.0,-0.5222336082562131,1144.0,-0.3427177935333069,0.1795158147229062,True,False,,,,False,0,False,False,True,False,False
TIAL1,80.0,0.0448640542836518,0.0550457575812433,0.0671664668230852,2.0,True,False,16.0,-0.1857459875182777,1144.0,-0.0709124264961559,0.1148335610221218,False,False,,,,False,1,True,False,True,False,False
WDR25,8.0,,,,0.0,False,False,16.0,-0.7294290177875934,1144.0,-0.6729165969486355,0.0565124208389579,True,False,,,,False,0,False,False,True,False,False
CEP76,34.0,-0.0405257875454001,0.072344496496953,0.086837857164559,0.0,False,False,16.0,0.0845466101237202,1144.0,0.0841812708638368,-0.0003653392598834,False,False,,,,False,0,False,False,True,False,False
MEGF10,,,,,1.0,False,False,16.0,0.0864251524327561,1144.0,0.0684382685473525,-0.0179868838854035,False,False,,,,False,0,False,False,True,False,False
NOTCH3,80.0,0.1488513413869991,0.762525450594552,0.7857664294951116,1.0,False,False,16.0,0.0183591547487458,1144.0,-0.0143868239280815,-0.0327459786768273,False,False,,,,False,0,False,False,True,False,False
MC5R,,,,,,False,False,16.0,0.0939792046876746,1144.0,0.0841468394821531,-0.0098323652055214,False,False,,,,False,0,False,False,True,False,False
MID1,80.0,0.4834424585105008,9.22026540164602e-13,3.773134544765807e-12,0.0,False,False,16.0,0.0549060048190011,1144.0,0.0912834350072139,0.0363774301882128,False,False,,,,False,0,False,False,True,False,False
TXNDC11,64.0,0.0582940000309992,0.1306926645530722,0.1517445491948999,2.0,True,False,16.0,-0.1361434121014419,1144.0,-0.0740279202987427,0.0621154918026991,False,False,,,,False,1,True,False,True,False,False
DUOX2,,,,,,False,False,16.0,-0.1603651706100982,1144.0,-0.1221004520196416,0.0382647185904566,False,False,,,,False,0,False,False,True,False,False
DUOX1,,,,,1.0,False,False,16.0,-0.0746743635077955,1144.0,-0.0285003523307231,0.0461740111770724,False,False,,,,False,0,False,False,True,False,False
TPO,,,,,,False,False,16.0,0.0185377673089018,1144.0,0.0294362643590049,0.010898497050103,False,False,,,,False,0,False,False,True,False,False
GABPB1,80.0,0.2210361060647994,3.755060339989202e-09,9.350610579192752e-09,0.0,False,False,16.0,-0.831239143741386,1144.0,-0.6343154207987874,0.1969237229425985,True,False,,,,False,0,False,False,True,False,False
SEC63,80.0,0.3412944674923004,2.091162296563899e-09,5.333543711038593e-09,0.0,False,False,16.0,-0.4334130130935175,1144.0,-0.4569238864359324,-0.0235108733424149,False,False,,,,False,0,False,False,True,False,False
ANKRD44,80.0,0.5140181541360995,3.2556759869892904e-14,2.266205834080781e-13,0.0,False,False,16.0,0.1022347472293493,1144.0,0.0891098973893755,-0.0131248498399737,False,False,,,,False,0,False,False,True,False,False
GNA14,30.0,-0.8892500108195485,3.453157842159271e-05,5.7620260115936136e-05,0.0,False,False,16.0,-0.0085313589567247,1144.0,-0.0138751508611599,-0.0053437919044351,False,False,,,,False,0,False,False,True,False,False
NCAPG,20.0,0.3488675181085003,0.0003223419189453,0.0004937707927749,2.0,True,False,16.0,-1.5851012961987585,1144.0,-1.6458869667191398,-0.0607856705203815,True,False,,,,False,1,True,False,True,False,False
CENPE,39.0,-0.0135838108745005,0.8522410723089706,0.8700088588632194,1.0,False,False,16.0,-1.1157295439705113,1144.0,-0.9646254083263716,0.1511041356441396,True,False,,,,False,0,False,False,True,False,False
A1CF,80.0,-0.4859613615258489,4.633527875887981e-07,9.270319948941082e-07,0.0,False,False,16.0,-0.0596636160625253,1144.0,-0.0788902950770022,-0.0192266790144769,False,False,,,,False,0,False,False,True,False,False
ZNF473,,,,,,False,False,16.0,-0.0124441132717142,1144.0,-0.0212916424576554,-0.0088475291859412,False,False,,,,False,0,False,False,True,False,False
CEP95,43.0,0.0304466758765009,0.2883951598762451,0.3196262454823555,2.0,True,False,16.0,-0.0469037676179108,1144.0,-0.0900645867232348,-0.0431608191053239,False,False,,,,False,1,True,False,True,False,False
MYH13,,,,,2.0,True,False,16.0,0.0223443995116486,1144.0,0.0350353517569779,0.0126909522453292,False,False,,,,False,1,True,False,True,False,False
MAP7D1,80.0,0.4359659776439013,5.2569384696613045e-14,3.1799159220102454e-13,0.0,False,False,16.0,-0.04298390182269,1144.0,-0.0650729128967361,-0.022089011074046,False,False,,,,False,0,False,False,True,False,False
NCOA5,80.0,0.1088915637576999,0.0004714162204485,0.0007127080468851,1.0,False,False,16.0,-0.0799158733162213,1144.0,-0.1144850391107908,-0.0345691657945695,False,False,,,,False,0,False,False,True,False,False
TALDO1,80.0,-0.1442905974748001,0.0002092906297924,0.0003261373874407,1.0,False,False,16.0,-0.0903381306425654,1144.0,-0.1090671613265123,-0.0187290306839468,False,False,,,,False,0,False,False,True,False,False
MTHFR,80.0,0.1431040237350487,0.0002672065149855,0.0004123154048132,1.0,False,False,16.0,0.0672967625146098,1144.0,0.0185310625770222,-0.0487656999375876,False,False,,,,False,0,False,False,True,False,False
CPLX2,20.0,0.1755313022198006,0.1230926513671875,0.1435070319715979,1.0,False,False,16.0,0.023048692189202,1144.0,0.0192494245483804,-0.0037992676408216,False,False,,,,False,0,False,False,True,False,False
BAZ1B,80.0,0.2763786103232011,4.962197657500323e-12,1.7748918573426848e-11,0.0,False,False,16.0,-0.3382001308549174,1144.0,-0.31954937941462,0.0186507514402973,False,False,,,,False,0,False,False,True,False,False
MKI67,42.0,0.6465189909798497,6.743903213646263e-10,1.820597445509067e-09,2.0,True,False,16.0,-0.1618181164941166,1144.0,-0.1845737683390865,-0.0227556518449698,False,False,,,,False,1,True,False,True,False,False
MLX,76.0,-0.415688684247252,5.552741869179018e-09,1.3577087308194932e-08,0.0,False,False,16.0,-0.2778452733081437,1144.0,-0.2500458266418263,0.0277994466663173,False,False,,,,False,0,False,False,True,False,False
MGEA5,,,,,,False,False,,,,,,False,False,,,,False,0,False,False,True,False,False
C6,80.0,-0.1385098102059014,0.0460150237072595,0.0566707143662693,0.0,False,False,16.0,0.0448604015597249,1144.0,0.0301110469507154,-0.0147493546090094,False,False,,,,False,0,False,False,True,False,False
FGG,80.0,0.1042903757406996,0.4456962196864239,0.4793702949855875,0.0,False,False,16.0,-0.0156149283093916,1144.0,0.0247694438000409,0.0403843721094325,False,False,,,,False,0,False,False,True,False,False
SOBP,,,,,3.0,True,False,16.0,0.0049495883448239,1144.0,-0.025571791556187,-0.0305213799010109,False,False,,,,False,1,True,False,True,False,False
EYA2,,,,,,False,False,16.0,0.0439915755989733,1144.0,0.0463608719988373,0.002369296399864,False,False,,,,False,0,False,False,True,False,False
MS4A3,,,,,1.0,False,False,16.0,-0.0070458616346944,1144.0,0.0064271124080624,0.0134729740427568,False,False,,,,False,0,False,False,True,False,False
TMCC2,,,,,,False,False,16.0,0.0453875741852441,1144.0,0.0222767817338912,-0.0231107924513529,False,False,,,,False,0,False,False,True,False,False
CHAF1B,20.0,0.3565681808773018,0.0001049041748046,0.0001685112310211,0.0,False,False,16.0,-1.7327308177985783,1144.0,-1.8356326565659395,-0.1029018387673612,True,False,,,,False,0,False,False,True,False,False
RGS6,,,,,1.0,False,False,16.0,-0.0472828929083818,1144.0,-0.0563375592666194,-0.0090546663582375,False,False,,,,False,0,False,False,True,False,False
PTCH1,,,,,,False,False,16.0,0.0648165828794083,1144.0,0.0536954565897304,-0.0111211262896779,False,False,,,,False,0,False,False,True,False,False
SHH,,,,,,False,False,16.0,0.1305192560256126,1144.0,0.1441612073244579,0.0136419512988452,False,False,,,,False,0,False,False,True,False,False
SMO,36.0,0.1068347274357002,0.4793051333690528,0.5129928693303598,0.0,False,False,16.0,-0.0478207407741876,1144.0,-0.0535908417429569,-0.0057701009687693,False,False,,,,False,0,False,False,True,False,False
SAMD3,,,,,,False,False,16.0,0.0123467601884161,1144.0,0.0148302292093045,0.0024834690208883,False,False,,,,False,0,False,False,True,False,False
CYP19A1,,,,,,False,False,16.0,0.0034430043755177,1144.0,0.020293075770952,0.0168500713954343,False,False,,,,False,0,False,False,True,False,False
MEOX1,,,,,,False,False,16.0,-0.111468422539079,1144.0,-0.1058248228097108,0.0056435997293682,False,False,,,,False,0,False,False,True,False,False
REXO1,27.0,-0.1009391424143011,0.1775200217962265,0.2026353946548566,0.0,False,False,16.0,-0.093602991566546,1144.0,-0.1244426396694573,-0.0308396481029112,False,False,,,,False,0,False,False,True,False,False
MKS1,12.0,,,,2.0,True,False,16.0,-0.0491833225571134,1144.0,-0.0510636838377457,-0.0018803612806322,False,False,,,,False,1,True,False,True,False,False
STC2,72.0,0.4015273814231985,1.17199923092541e-05,2.066735681979612e-05,0.0,False,False,16.0,0.0640200043632886,1144.0,0.0555207893764936,-0.0084992149867949,False,False,,,,False,0,False,False,True,False,False
GOLGA4,80.0,-0.4785040699408505,3.3783700970786466e-14,2.3119448375188805e-13,0.0,False,False,16.0,-0.1147382501894561,1144.0,-0.0624803190975401,0.0522579310919159,False,False,,,,False,0,False,False,True,False,False
TLL1,,,,,,False,False,16.0,0.0717750631197197,1144.0,0.0930292023718839,0.0212541392521642,False,False,,,,False,0,False,False,True,False,False
TRIM6,,,,,,False,False,16.0,0.0588140119616979,1144.0,0.057226319658437,-0.0015876923032609,False,False,,,,False,0,False,False,True,False,False
PARN,80.0,0.1283383950156,3.016155293649808e-07,6.116302059239881e-07,0.0,False,False,16.0,-0.1391935339092125,1144.0,-0.2257998848928243,-0.0866063509836118,False,False,,,,False,0,False,False,True,False,False
PJA1,52.0,0.1733791387208505,0.0084909118062579,0.0113478538963635,0.0,False,False,16.0,0.0996428153563347,1144.0,0.0380089304981204,-0.0616338848582143,False,False,,,,False,0,False,False,True,False,False
TOP3A,69.0,-0.0495399563338985,0.0371908504555912,0.0463457723974897,0.0,False,False,16.0,-1.1893942213500914,1144.0,-1.1640596828477214,0.0253345385023699,True,False,,,,False,0,False,False,True,False,False
DDX42,80.0,0.1618116768775994,1.3429358661818573e-10,3.9379843675337886e-10,0.0,False,False,16.0,-0.9446040193531302,1144.0,-0.9592455033719126,-0.0146414840187824,True,False,,,,False,0,False,False,True,False,False
ABTB2,50.0,-0.1878760072653005,0.056738698656332,0.0690985866998212,0.0,False,False,16.0,0.09963973679821,1144.0,0.0852388573692084,-0.0144008794290016,False,False,,,,False,0,False,False,True,False,False
RNF40,80.0,0.0232730900332516,0.0720807589370225,0.086539571076366,0.0,False,False,16.0,-0.2477539911355794,1144.0,-0.3628087357193356,-0.1150547445837562,False,False,,,,False,0,False,False,True,False,False
GTF3C2,80.0,-0.0486644556187005,0.0008005494207294,0.0011810703142189,1.0,False,False,16.0,-0.9989182235942892,1144.0,-0.89846856821283,0.1004496553814592,True,False,,,,False,0,False,False,True,False,False
BRDT,,,,,,False,False,16.0,-0.0009948151155893,1144.0,0.0183598736689391,0.0193546887845285,False,False,,,,False,0,False,False,True,False,False
LRPPRC,80.0,-1.022343850377652,1.0226231706471904e-14,1.3354214595445762e-13,0.0,False,True,16.0,-0.1874862275030448,1144.0,-0.5905751315996938,-0.4030889040966489,False,False,,,,False,1,True,False,True,True,False
CACHD1,31.0,0.0779583187621,0.3992052096873522,0.4333051005205733,1.0,False,False,16.0,-0.0202781190049201,1144.0,0.0208487156912265,0.0411268346961466,False,False,,,,False,0,False,False,True,False,False
RNASEL,80.0,0.0776457737936482,0.00294234449384,0.0041194273416345,0.0,False,False,16.0,-0.029509182346983,1144.0,-0.030319112679431,-0.000809930332448,False,False,,,,False,0,False,False,True,False,False
SLC22A6,80.0,-2.273257989524401,9.131533880268768e-15,1.3354214595445762e-13,0.0,False,True,16.0,-0.0414312459854245,1144.0,-0.0292805316955831,0.0121507142898413,False,False,,,,False,1,True,False,True,True,False
RRS1,80.0,0.7625127585324023,6.087330126987613e-14,3.539000524185225e-13,0.0,False,False,16.0,-1.241819778307879,1144.0,-1.2226847188942371,0.0191350594136419,True,False,,,,False,0,False,False,True,False,False
MSH4,,,,,,False,False,16.0,-0.0436800703414444,1144.0,-0.0436203458643436,5.972447710080042e-05,False,False,,,,False,0,False,False,True,False,False
ZC3H11A,,,,,1.0,False,False,2.0,0.0198794235992345,346.0,-0.0838995261549025,-0.1037789497541371,False,False,,,,False,0,False,False,True,False,False
MLH3,16.0,,,,0.0,False,False,16.0,-0.1389080580423365,1144.0,-0.1576663496758329,-0.0187582916334964,False,False,,,,False,0,False,False,True,False,False
MED12,76.0,0.1328773258158015,1.2710593598954166e-08,2.98825213750247e-08,1.0,False,False,16.0,-0.4311015710549621,1144.0,-0.5638375748281121,-0.1327360037731499,False,False,,,,False,0,False,False,True,False,False
IPO13,80.0,-0.0299983660033991,0.3697692356426501,0.4039017804712024,0.0,False,False,16.0,-1.0200214599350963,1144.0,-1.105424344077846,-0.0854028841427494,True,False,,,,False,0,False,False,True,False,False
RBM8A,80.0,0.1898724246728509,1.6218316929964487e-10,4.716847934572364e-10,0.0,False,False,16.0,-1.563029813934636,1144.0,-1.2753711086321111,0.2876587053025248,True,True,,,,False,1,True,False,True,True,False
KIAA1715,,,,,,False,False,,,,,,False,False,,,,False,0,False,False,True,False,False
CENPF,44.0,0.1622501187360505,0.9953915885237166,0.9959176013413265,1.0,False,False,16.0,-0.3978682185504024,1144.0,-0.3084932750844222,0.0893749434659801,False,False,,,,False,0,False,False,True,False,False
RAD50,80.0,0.2734083605408006,9.710620525048283e-12,3.3087177313901767e-11,1.0,False,False,16.0,0.1131519347882426,1144.0,0.0025288966792874,-0.1106230381089552,False,False,,,,False,0,False,False,True,False,False
NDUFA13,80.0,-1.1888726168720003,8.152358880315246e-15,1.3354214595445762e-13,0.0,False,True,16.0,-0.3874421409821313,1144.0,-0.4799166556770543,-0.0924745146949229,False,False,,,,False,1,True,False,True,True,False
SPATA20,80.0,-0.6255345215310495,1.4564252856251916e-13,7.346798954130629e-13,0.0,False,False,16.0,-0.0846934004158792,1144.0,-0.0867470628516198,-0.0020536624357406,False,False,,,,False,0,False,False,True,False,False
HEATR1,80.0,0.3370689117912491,9.094405623085377e-14,4.952658095793378e-13,0.0,False,False,16.0,-1.7090863321489738,1144.0,-1.6906504137423797,0.018435918406594,True,False,,,,False,0,False,False,True,False,False
WAPAL,,,,,,False,False,,,,,,False,False,,,,False,0,False,False,True,False,False
TKTL2,,,,,1.0,False,False,16.0,0.0969728949683008,1144.0,0.0805586375716593,-0.0164142573966415,False,False,,,,False,0,False,False,True,False,False
