Method,Family,Profile,Scope,K,Evidence,RunN,SelectedNMean,HitRateMean,HitRateSD,FoldMean,FoldSD
bandit_recovery_heavy,bandit,recovery_heavy,candidate_pool,150,PostHocNonMutationStrongHit,3,150.0,0.0,0.0,,
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,50,CPTACProteinSupport,3,31.666666666666668,0.06317204301075269,0.0011640126394952123,1.273443100358423,0.023464554791157614
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,50,CPTACRecurrence,3,31.666666666666668,0.4210349462365592,0.01569260003875755,3.512012189469781,0.13089792928880886
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,50,DepMapCCRCCDependency,3,31.666666666666668,0.15793010752688172,0.0313852000775151,1.2205524923563158,0.24255846321887867
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,50,DepMapCCRCCSelective,3,31.666666666666668,0.0,0.0,0.0,0.0
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,50,FrozenLiteratureHoldout,3,31.666666666666668,0.031586021505376344,0.0005820063197476061,9.550823252688172,0.1759841609336825
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,50,IndependentAnyHit,3,31.666666666666668,0.4526209677419355,0.015649369653487927,2.5762120493358633,0.08907252986302898
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,50,IndependentStrongHit,3,31.666666666666668,0.06317204301075269,0.0011640126394952123,10.187544802867384,0.1877164383292609
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,50,PostHocNonMutationAnyHit,3,31.666666666666668,0.09475806451612905,0.0017460189592428184,1.5281317204301075,0.028157465749389144
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,50,PostHocNonMutationStrongHit,3,31.666666666666668,0.0,0.0,,
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,100,CPTACProteinSupport,3,74.33333333333333,0.05364647271640782,0.01235183612376521,1.081423479174921,0.248992429861567
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,100,CPTACRecurrence,3,74.33333333333333,0.3628513156270907,0.027968796215092916,3.026680456903215,0.23329833808382672
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,100,DepMapCCRCCDependency,3,74.33333333333333,0.12585657034106926,0.023005118398081816,0.9726742608787428,0.17779355081456838
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,100,DepMapCCRCCSelective,3,74.33333333333333,0.0045045045045045045,0.0078020306647246735,0.49529074529074535,0.8578687353622265
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,100,FrozenLiteratureHoldout,3,74.33333333333333,0.013456679462447307,0.0002748113448581102,4.0689634524575045,0.08309608040147105
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,100,IndependentAnyHit,3,74.33333333333333,0.4075456133855557,0.03879700258945464,2.3196537383050804,0.22082341003268408
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,100,IndependentStrongHit,3,74.33333333333333,0.026913358924894614,0.0005496226897162204,4.340227682621339,0.08863581909490276
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,100,PostHocNonMutationAnyHit,3,74.33333333333333,0.07160765668335964,0.014599635011186938,1.1547928101136467,0.2354434472804081
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,100,PostHocNonMutationStrongHit,3,74.33333333333333,0.0,0.0,,
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,150,CPTACProteinSupport,3,113.66666666666667,0.04983211233211233,0.004637519720463517,1.004532331094831,0.09348466836501042
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,150,CPTACRecurrence,3,113.66666666666667,0.31646825396825395,0.015272623331687158,2.639781746031746,0.12739474427362496
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,150,DepMapCCRCCDependency,3,113.66666666666667,0.1263227513227513,0.015914298168671914,0.9762771100630525,0.12299261108631743
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,150,DepMapCCRCCSelective,3,113.66666666666667,0.011650386650386651,0.004714322252998319,1.2810129685129688,0.5183611604546788
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,150,FrozenLiteratureHoldout,3,113.66666666666667,0.011777574277574277,0.005268516218386802,3.5612440221815223,1.5930675915347094
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,150,IndependentAnyHit,3,113.66666666666667,0.3691493691493692,0.022631579252068403,2.101111350523115,0.1288136240253022
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,150,IndependentStrongHit,3,113.66666666666667,0.02057895807895808,0.005388734284613277,3.3186999728666393,0.8690232156319682
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,150,PostHocNonMutationAnyHit,3,113.66666666666667,0.07326007326007326,0.009475367255757728,1.1814407814407815,0.152806089277853
bandit_recovery_heavy,bandit,recovery_heavy,global_then_filter,150,PostHocNonMutationStrongHit,3,113.66666666666667,0.0,0.0,,
mutation,mutation,static,candidate_pool,50,CPTACProteinSupport,1,50.0,0.12,,2.419,
mutation,mutation,static,candidate_pool,50,CPTACRecurrence,1,50.0,0.56,,4.671172413793104,
mutation,mutation,static,candidate_pool,50,DepMapCCRCCDependency,1,50.0,0.06,,0.4637060702875399,
mutation,mutation,static,candidate_pool,50,DepMapCCRCCSelective,1,50.0,0.0,,0.0,
mutation,mutation,static,candidate_pool,50,FrozenLiteratureHoldout,1,50.0,0.0,,0.0,
mutation,mutation,static,candidate_pool,50,IndependentAnyHit,1,50.0,0.64,,3.6427294117647055,
mutation,mutation,static,candidate_pool,50,IndependentStrongHit,1,50.0,0.04,,6.450666666666668,
mutation,mutation,static,candidate_pool,50,PostHocNonMutationAnyHit,1,50.0,0.12,,1.9352,
mutation,mutation,static,candidate_pool,50,PostHocNonMutationStrongHit,1,50.0,0.0,,,
mutation,mutation,static,candidate_pool,100,CPTACProteinSupport,1,100.0,0.11,,2.217416666666667,
mutation,mutation,static,candidate_pool,100,CPTACRecurrence,1,100.0,0.43,,3.586793103448276,
mutation,mutation,static,candidate_pool,100,DepMapCCRCCDependency,1,100.0,0.06,,0.4637060702875399,
mutation,mutation,static,candidate_pool,100,DepMapCCRCCSelective,1,100.0,0.0,,0.0,
mutation,mutation,static,candidate_pool,100,FrozenLiteratureHoldout,1,100.0,0.0,,0.0,
mutation,mutation,static,candidate_pool,100,IndependentAnyHit,1,100.0,0.51,,2.9028,
mutation,mutation,static,candidate_pool,100,IndependentStrongHit,1,100.0,0.03,,4.838,
mutation,mutation,static,candidate_pool,100,PostHocNonMutationAnyHit,1,100.0,0.11,,1.7739333333333334,
mutation,mutation,static,candidate_pool,100,PostHocNonMutationStrongHit,1,100.0,0.0,,,
mutation,mutation,static,candidate_pool,150,CPTACProteinSupport,1,150.0,0.07333333333333333,,1.4782777777777778,
mutation,mutation,static,candidate_pool,150,CPTACRecurrence,1,150.0,0.36666666666666664,,3.0585057471264365,
mutation,mutation,static,candidate_pool,150,DepMapCCRCCDependency,1,150.0,0.09333333333333334,,0.7213205537806177,
mutation,mutation,static,candidate_pool,150,DepMapCCRCCSelective,1,150.0,0.0,,0.0,
mutation,mutation,static,candidate_pool,150,FrozenLiteratureHoldout,1,150.0,0.0,,0.0,
mutation,mutation,static,candidate_pool,150,IndependentAnyHit,1,150.0,0.42,,2.390541176470588,
mutation,mutation,static,candidate_pool,150,IndependentStrongHit,1,150.0,0.02,,3.225333333333334,
mutation,mutation,static,candidate_pool,150,PostHocNonMutationAnyHit,1,150.0,0.07333333333333333,,1.1826222222222222,
mutation,mutation,static,candidate_pool,150,PostHocNonMutationStrongHit,1,150.0,0.0,,,
mutation,mutation,static,global_then_filter,50,CPTACProteinSupport,1,34.0,0.08823529411764706,,1.7786764705882354,
mutation,mutation,static,global_then_filter,50,CPTACRecurrence,1,34.0,0.7058823529411765,,5.888032454361055,
mutation,mutation,static,global_then_filter,50,DepMapCCRCCDependency,1,34.0,0.058823529411764705,,0.4546137943995489,
mutation,mutation,static,global_then_filter,50,DepMapCCRCCSelective,1,34.0,0.0,,0.0,
mutation,mutation,static,global_then_filter,50,FrozenLiteratureHoldout,1,34.0,0.0,,0.0,
mutation,mutation,static,global_then_filter,50,IndependentAnyHit,1,34.0,0.7352941176470589,,4.185121107266436,
mutation,mutation,static,global_then_filter,50,IndependentStrongHit,1,34.0,0.058823529411764705,,9.486274509803922,
mutation,mutation,static,global_then_filter,50,PostHocNonMutationAnyHit,1,34.0,0.08823529411764706,,1.4229411764705884,
mutation,mutation,static,global_then_filter,50,PostHocNonMutationStrongHit,1,34.0,0.0,,,
mutation,mutation,static,global_then_filter,100,CPTACProteinSupport,1,77.0,0.11688311688311688,,2.3561688311688314,
mutation,mutation,static,global_then_filter,100,CPTACRecurrence,1,77.0,0.45454545454545453,,3.79153605015674,
mutation,mutation,static,global_then_filter,100,DepMapCCRCCDependency,1,77.0,0.07792207792207792,,0.6022156756981037,
mutation,mutation,static,global_then_filter,100,DepMapCCRCCSelective,1,77.0,0.0,,0.0,
mutation,mutation,static,global_then_filter,100,FrozenLiteratureHoldout,1,77.0,0.0,,0.0,
mutation,mutation,static,global_then_filter,100,IndependentAnyHit,1,77.0,0.5324675324675324,,3.0306799083269667,
mutation,mutation,static,global_then_filter,100,IndependentStrongHit,1,77.0,0.03896103896103896,,6.283116883116883,
mutation,mutation,static,global_then_filter,100,PostHocNonMutationAnyHit,1,77.0,0.11688311688311688,,1.884935064935065,
mutation,mutation,static,global_then_filter,100,PostHocNonMutationStrongHit,1,77.0,0.0,,,
mutation,mutation,static,global_then_filter,150,CPTACProteinSupport,1,123.0,0.08943089430894309,,1.8027777777777778,
mutation,mutation,static,global_then_filter,150,CPTACRecurrence,1,123.0,0.3902439024390244,,3.2551724137931037,
mutation,mutation,static,global_then_filter,150,DepMapCCRCCDependency,1,123.0,0.08130081300813008,,0.6283280085197017,
mutation,mutation,static,global_then_filter,150,DepMapCCRCCSelective,1,123.0,0.0,,0.0,
mutation,mutation,static,global_then_filter,150,FrozenLiteratureHoldout,1,123.0,0.0,,0.0,
mutation,mutation,static,global_then_filter,150,IndependentAnyHit,1,123.0,0.45528455284552843,,2.5913725490196073,
mutation,mutation,static,global_then_filter,150,IndependentStrongHit,1,123.0,0.024390243902439025,,3.9333333333333336,
mutation,mutation,static,global_then_filter,150,PostHocNonMutationAnyHit,1,123.0,0.08943089430894309,,1.4422222222222223,
mutation,mutation,static,global_then_filter,150,PostHocNonMutationStrongHit,1,123.0,0.0,,,
